edge_idx;source_name;source_label;relation_type;target_name;target_label;period_id;period_label;n_chunks_in_period;event_natural_periods;aligned
27;Baiat Aqabah Kubra;EVENT;OCCURRED_AT;Makkah;LOCATION;P5;Dakwah di Luar Makkah & Isra Mi'raj;1;P5;True
27;Baiat Aqabah Kubra;EVENT;OCCURRED_AT;Makkah;LOCATION;P6;Hijrah ke Madinah;1;P5;False
28;Baiat Aqabah Kubra;EVENT;OCCURRED_ON;hari Kamis;TIME;P6;Hijrah ke Madinah;1;P5;False
29;Baiat Aqabah Kubra;EVENT;OCCURRED_ON;tanggal 26 Shafar;TIME;P6;Hijrah ke Madinah;1;P5;False
30;Baiat Aqabah Kubra;EVENT;OCCURRED_ON;tahun 14 dari nubuwah;TIME;P6;Hijrah ke Madinah;1;P5;False
31;Baiat Aqabah Kubra;EVENT;OCCURRED_ON;tanggal 12 September;TIME;P6;Hijrah ke Madinah;1;P5;False
32;Baiat Aqabah Kubra;EVENT;OCCURRED_ON;tahun 622 M;TIME;P6;Hijrah ke Madinah;1;P5;False
33;Perjanjian Hudaibiyah;EVENT;OCCURRED_ON;bulan Ramadhan;TIME;P7;Membangun Masyarakat Madinah;1;P11;False
34;Fathul Makkah;EVENT;OCCURRED_ON;bulan Ramadhan;TIME;P7;Membangun Masyarakat Madinah;1;P12;False
35;Al-Miqdad bin Amr;PERSON;INVOLVED_IN;Perang Abwa';EVENT;P7;Membangun Masyarakat Madinah;1;P8;False
36;Muhammad;PERSON;INVOLVED_IN;Perang Abwa';EVENT;P7;Membangun Masyarakat Madinah;1;P8;False
37;Sa'd bin Ubadah;PERSON;INVOLVED_IN;Perang Abwa';EVENT;P7;Membangun Masyarakat Madinah;1;P8;False
38;Perang Abwa';EVENT;OCCURRED_ON;bulan Shafar 2 H;TIME;P7;Membangun Masyarakat Madinah;1;P8;False
39;Muhammad;PERSON;INVOLVED_IN;Perang Buwath;EVENT;P7;Membangun Masyarakat Madinah;1;P8;False
40;Hamzah bin Abdul Muththalib;PERSON;INVOLVED_IN;Perang Buwath;EVENT;P7;Membangun Masyarakat Madinah;1;P8;False
41;Umayyah bin Khalaf;PERSON;INVOLVED_IN;Perang Buwath;EVENT;P7;Membangun Masyarakat Madinah;1;P8;False
42;Perang Buwath;EVENT;OCCURRED_ON;bulan Rabi'ul Awwal 2 H;TIME;P7;Membangun Masyarakat Madinah;1;P8;False
43;Sa'd bin Mu'adz;PERSON;INVOLVED_IN;Perang Safawan;EVENT;P7;Membangun Masyarakat Madinah;1;P8;False
44;Kurz bin Jabir;PERSON;INVOLVED_IN;Perang Safawan;EVENT;P7;Membangun Masyarakat Madinah;1;P8;False
45;Perang Safawan;EVENT;OCCURRED_AT;Madinah;LOCATION;P7;Membangun Masyarakat Madinah;1;P8;False
46;Perang Safawan;EVENT;OCCURRED_ON;bulan Rabi'ul Awwal 2 H;TIME;P7;Membangun Masyarakat Madinah;1;P8;False
47;Zaid bin Haritsah;PERSON;INVOLVED_IN;Perang Badr Ula;EVENT;P7;Membangun Masyarakat Madinah;1;P9;False
48;Ali bin Abu Thalib;PERSON;INVOLVED_IN;Perang Badr Ula;EVENT;P7;Membangun Masyarakat Madinah;1;P9;False
49;Perang Badr Ula;EVENT;OCCURRED_ON;bulan Jumada;TIME;P7;Membangun Masyarakat Madinah;1;P9;False
50;Zaid bin Haritsah;PERSON;INVOLVED_IN;Perang Dzul Usyairah;EVENT;P7;Membangun Masyarakat Madinah;1;P8;False
51;Ali bin Abu Thalib;PERSON;INVOLVED_IN;Perang Dzul Usyairah;EVENT;P7;Membangun Masyarakat Madinah;1;P8;False
52;Muhammad;PERSON;INVOLVED_IN;Perang Dzul Usyairah;EVENT;P7;Membangun Masyarakat Madinah;1;P8;False
53;Perang Dzul Usyairah;EVENT;OCCURRED_ON;bulan Jumada;TIME;P7;Membangun Masyarakat Madinah;1;P8;False
54;Kurz bin Jabir;PERSON;INVOLVED_IN;Perang Badr;EVENT;P7;Membangun Masyarakat Madinah;1;P8;False
55;Hakim bin Hizam;PERSON;INVOLVED_IN;Perang Badr;EVENT;P8;Perang Badr & Dampaknya;1;P8;True
56;Umair bin Wahb;PERSON;INVOLVED_IN;Perang Badr;EVENT;P8;Perang Badr & Dampaknya;2;P8;True
57;Perang Badr;EVENT;OCCURRED_AT;Madinah;LOCATION;P8;Perang Badr & Dampaknya;2;P8;True
57;Perang Badr;EVENT;OCCURRED_AT;Madinah;LOCATION;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;2;P8;False
58;Abdurrahman bin Auf;PERSON;INVOLVED_IN;Perang Badr;EVENT;P8;Perang Badr & Dampaknya;1;P8;True
59;Ukkasyah bin Mihshan;PERSON;INVOLVED_IN;Perang Badr;EVENT;P8;Perang Badr & Dampaknya;1;P8;True
60;Al-Abbas bin Abdul Muththalib;PERSON;INVOLVED_IN;Perang Badr;EVENT;P8;Perang Badr & Dampaknya;1;P8;True
61;Abu Lahab;PERSON;INVOLVED_IN;Perang Badr;EVENT;P8;Perang Badr & Dampaknya;1;P8;True
62;Perang Uhud;EVENT;OCCURRED_AT;Madinah;LOCATION;P8;Perang Badr & Dampaknya;2;P9;False
62;Perang Uhud;EVENT;OCCURRED_AT;Madinah;LOCATION;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;1;P9;True
63;Siba bin Arfazhah;PERSON;INVOLVED_IN;Perang Badr;EVENT;P8;Perang Badr & Dampaknya;1;P8;True
64;Ibnu Ummi;PERSON;INVOLVED_IN;Perang Badr;EVENT;P8;Perang Badr & Dampaknya;1;P8;True
65;Perang Badr;EVENT;OCCURRED_AT;Badr;LOCATION;P8;Perang Badr & Dampaknya;1;P8;True
65;Perang Badr;EVENT;OCCURRED_AT;Badr;LOCATION;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;1;P8;False
66;Perang Badr;EVENT;OCCURRED_ON;bulan Syawwal 2 H;TIME;P8;Perang Badr & Dampaknya;1;P8;True
67;Perang Badr;EVENT;OCCURRED_AT;Makkah;LOCATION;P8;Perang Badr & Dampaknya;1;P8;True
67;Perang Badr;EVENT;OCCURRED_AT;Makkah;LOCATION;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;2;P8;False
68;Shafwan bin Umayyah;PERSON;INVOLVED_IN;Perang Badr;EVENT;P8;Perang Badr & Dampaknya;1;P8;True
68;Shafwan bin Umayyah;PERSON;INVOLVED_IN;Perang Badr;EVENT;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;2;P8;False
69;Wahb bin Umair;PERSON;INVOLVED_IN;Perang Badr;EVENT;P8;Perang Badr & Dampaknya;1;P8;True
70;Umar bin Al-Khaththab;PERSON;INVOLVED_IN;Perang Badr;EVENT;P8;Perang Badr & Dampaknya;1;P8;True
70;Umar bin Al-Khaththab;PERSON;INVOLVED_IN;Perang Badr;EVENT;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;1;P8;False
70;Umar bin Al-Khaththab;PERSON;INVOLVED_IN;Perang Badr;EVENT;P12;Perang Mu'tah & Penaklukan Makkah;1;P8;False
71;Abdullah bin Abbas;PERSON;INVOLVED_IN;Perang Badr;EVENT;P8;Perang Badr & Dampaknya;1;P8;True
72;Abu Lubabah bin Abdul;PERSON;INVOLVED_IN;Perang Badr;EVENT;P8;Perang Badr & Dampaknya;1;P8;True
73;Perang Badr;EVENT;OCCURRED_ON;bulan Dzul Hijjah;TIME;P8;Perang Badr & Dampaknya;1;P8;True
74;Perang Uhud;EVENT;OCCURRED_ON;bulan Muharram 3 H;TIME;P8;Perang Badr & Dampaknya;1;P9;False
75;Perang Uhud;EVENT;OCCURRED_ON;bulan Jumada;TIME;P8;Perang Badr & Dampaknya;1;P9;False
76;Perang Badr;EVENT;OCCURRED_ON;bulan Jumada;TIME;P8;Perang Badr & Dampaknya;1;P8;True
77;Furat bin Hayyan;PERSON;INVOLVED_IN;Perang Badr;EVENT;P8;Perang Badr & Dampaknya;1;P8;True
78;Perang Uhud Jabal;EVENT;OCCURRED_AT;Uhud;LOCATION;P8;Perang Badr & Dampaknya;1;P9;False
79;Ikrimah bin Abu Jahal;PERSON;INVOLVED_IN;Perang Badr;EVENT;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;1;P8;False
80;Abdullah bin Abu Rabi'ah;PERSON;INVOLVED_IN;Perang Badr;EVENT;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;1;P8;False
81;Hamzah bin Abdul Muththalib;PERSON;INVOLVED_IN;Perang Badr;EVENT;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;1;P8;False
82;Ali bin Abu Thalib;PERSON;INVOLVED_IN;Perang Badr;EVENT;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;1;P8;False
83;Abu Azzah;PERSON;INVOLVED_IN;Perang Badr;EVENT;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;1;P8;False
84;Abu Azzah;PERSON;INVOLVED_IN;Perang Uhud;EVENT;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;1;P9;True
85;Abu Sufyan bin Harb;PERSON;INVOLVED_IN;Perang Uhud;EVENT;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;3;P9;True
86;As'ad bin Zurarah;PERSON;INVOLVED_IN;Perang Uhud;EVENT;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;1;P9;True
87;Perang Uhud;EVENT;OCCURRED_ON;bulan Rabi'ul Awwal 4 H;TIME;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;1;P9;True
88;Perang Uhud;EVENT;OCCURRED_ON;bulan Jumadil Ula;TIME;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;1;P9;True
89;Abu Salamah bin Abdul Asad;PERSON;INVOLVED_IN;Perang Uhud;EVENT;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;1;P9;True
90;Perang Uhud;EVENT;OCCURRED_ON;bulan Muharram 4 H;TIME;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;1;P9;True
91;Zaid bin Haritsah;PERSON;INVOLVED_IN;Perang Badr;EVENT;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;2;P8;False
92;Hujair bin Abu Ihab;PERSON;INVOLVED_IN;Perang Badr;EVENT;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;1;P8;False
93;Zaid bin Ad-Dastinah;PERSON;INVOLVED_IN;Perang Badr;EVENT;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;1;P8;False
94;Ka'b bin Zaid bin An-Najjar;PERSON;INVOLVED_IN;Perang Khandaq;EVENT;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;1;P10;False
95;Amr bin Umayyah;PERSON;INVOLVED_IN;Perang Khandaq;EVENT;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;1;P10;False
96;Al-Mundzir bin Uqbah bin Amir;PERSON;INVOLVED_IN;Perang Khandaq;EVENT;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;1;P10;False
97;Amr bin Umayyah;PERSON;INVOLVED_IN;Perang Uhud;EVENT;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;1;P9;True
98;Ka'b bin Al-Asyraf;PERSON;INVOLVED_IN;Perang Bani Qainuqa';EVENT;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;1;P8;False
99;Ka'b bin Al-Asyraf;PERSON;INVOLVED_IN;Perang Uhud;EVENT;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;1;P9;True
100;Perang Bani Nadhir;EVENT;OCCURRED_ON;bulan Rabi'ul Awwal 4 H;TIME;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;1;P9;True
101;Perang Bani Nadhir;EVENT;OCCURRED_AT;Madinah;LOCATION;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;1;P9;True
102;Abu Hurairah;PERSON;INVOLVED_IN;Perang Badr;EVENT;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;1;P8;False
103;Abu Musa;PERSON;INVOLVED_IN;Perang Badr;EVENT;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;1;P8;False
104;Perang Badr;EVENT;OCCURRED_ON;bulan Rabi'ul Awwal;TIME;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;1;P8;False
105;Perang Badr;EVENT;OCCURRED_ON;Jumadil Ula;TIME;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;1;P8;False
106;Muhammad;PERSON;INVOLVED_IN;Perang Dzatur Riqa';EVENT;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;1;P11;False
106;Muhammad;PERSON;INVOLVED_IN;Perang Dzatur Riqa';EVENT;P11;Hudaibiyah & Babak Baru Diplomasi;1;P11;True
107;Abu Hurairah;PERSON;INVOLVED_IN;Perang Dzatur Riqa';EVENT;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;1;P11;False
107;Abu Hurairah;PERSON;INVOLVED_IN;Perang Dzatur Riqa';EVENT;P11;Hudaibiyah & Babak Baru Diplomasi;1;P11;True
108;Abu Musa;PERSON;INVOLVED_IN;Perang Dzatur Riqa';EVENT;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;1;P11;False
108;Abu Musa;PERSON;INVOLVED_IN;Perang Dzatur Riqa';EVENT;P11;Hudaibiyah & Babak Baru Diplomasi;1;P11;True
109;Perang Dzatur Riqa';EVENT;OCCURRED_ON;bulan Rabi'ul Awwal;TIME;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;1;P11;False
110;Perang Dzatur Riqa';EVENT;OCCURRED_ON;Jumadil Ula;TIME;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;1;P11;False
111;Muhammad;PERSON;INVOLVED_IN;Perang Khaibar;EVENT;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;1;P11;False
111;Muhammad;PERSON;INVOLVED_IN;Perang Khaibar;EVENT;P11;Hudaibiyah & Babak Baru Diplomasi;4;P11;True
112;Abu Hurairah;PERSON;INVOLVED_IN;Perang Khaibar;EVENT;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;1;P11;False
112;Abu Hurairah;PERSON;INVOLVED_IN;Perang Khaibar;EVENT;P11;Hudaibiyah & Babak Baru Diplomasi;1;P11;True
113;Abu Musa;PERSON;INVOLVED_IN;Perang Khaibar;EVENT;P9;Perang Uhud & Satuan Pasukan Pasca Uhud;1;P11;False
113;Abu Musa;PERSON;INVOLVED_IN;Perang Khaibar;EVENT;P11;Hudaibiyah & Babak Baru Diplomasi;1;P11;True
